cocktailId	cocktail	ingredientId	ingredient	quantityAmount	quantityUnit	source
bb5ba700-975e-4f2f-94e1-b1810e25bec7	Airmail	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	0.5	oz	Death & Co: Modern Classic Cocktails
70429c6d-2975-42e9-9027-d084360d17b3	Aka Cobbler	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	1	tsp	Death & Co: Modern Classic Cocktails
70429c6d-2975-42e9-9027-d084360d17b3	Aka Cobbler	3e76b4f5-4c46-4a72-85e4-f607b3fe3204	lemon	2		Death & Co: Modern Classic Cocktails
70429c6d-2975-42e9-9027-d084360d17b3	Aka Cobbler	b5eef26b-3dea-445d-bf1a-e86723e15b1b	sherry	0.5	oz	Death & Co: Modern Classic Cocktails
70429c6d-2975-42e9-9027-d084360d17b3	Aka Cobbler	82c3ed4b-229e-4ad5-a070-144dde74a71b	blanco tequila	1.5	oz	Death & Co: Modern Classic Cocktails
70429c6d-2975-42e9-9027-d084360d17b3	Aka Cobbler	82c3ed4b-229e-4ad5-a070-144dde74a71b	blanco tequila	0.5	oz	Death & Co: Modern Classic Cocktails
70429c6d-2975-42e9-9027-d084360d17b3	Aka Cobbler	3f470b86-81e0-4bb9-8072-b6ae2b5ec7d5	white sugar cube	1		Death & Co: Modern Classic Cocktails
70429c6d-2975-42e9-9027-d084360d17b3	Aka Cobbler	00a9afc9-6ffc-4c69-b703-a8f0d1522b7c	strawberry	1		Death & Co: Modern Classic Cocktails
70429c6d-2975-42e9-9027-d084360d17b3	Aka Cobbler	6881850f-51c9-4225-9bbc-fa777812b50d	maraschino liqueur	1	tsp	Death & Co: Modern Classic Cocktails
04a9ca66-73de-4ffb-a795-c08d7ae8a51a	Alembic	ce25be1d-a848-4a44-afeb-8185c2ab34a4	genever	2	oz	Death & Co: Modern Classic Cocktails
04a9ca66-73de-4ffb-a795-c08d7ae8a51a	Alembic	d247bca4-e737-4dff-a807-955a79d99be7	Peychaud's bitters	3	dashes	Death & Co: Modern Classic Cocktails
04a9ca66-73de-4ffb-a795-c08d7ae8a51a	Alembic	1cb4019e-2f8f-4908-ad1d-6ce704c56ee6	absinthe	1	tsp	Death & Co: Modern Classic Cocktails
04a9ca66-73de-4ffb-a795-c08d7ae8a51a	Alembic	b1d50bac-d25d-4dc5-824e-cbc97cca2d66	demerara syrup	0.25	oz	Death & Co: Modern Classic Cocktails
79bad293-dd97-4c92-b0fa-76c19c25f387	Alex's Daiquiri	30f24ba2-c4d7-40e4-ba56-bc511830de1b	column still lightly aged Nicaragua rum	2	oz	Death & Co: Modern Classic Cocktails
79bad293-dd97-4c92-b0fa-76c19c25f387	Alex's Daiquiri	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	0.75	oz	Death & Co: Modern Classic Cocktails
79bad293-dd97-4c92-b0fa-76c19c25f387	Alex's Daiquiri	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	1	oz	Death & Co: Modern Classic Cocktails
7076ada6-ba24-4aa4-bc76-bb8df419123a	Almond Brother	7cb21942-933a-41e6-90f4-18a9a87ab1fa	orgeat syrup	0.25	oz	Death & Co: Modern Classic Cocktails
7076ada6-ba24-4aa4-bc76-bb8df419123a	Almond Brother	a784dd65-81c1-4d5f-ac74-2e12dd883bfa	maple syrup	0.25	oz	Death & Co: Modern Classic Cocktails
7076ada6-ba24-4aa4-bc76-bb8df419123a	Almond Brother	32cf9978-deea-4fb2-81a8-ada1fce31a9e	apricot liqueur	1	tsp	Death & Co: Modern Classic Cocktails
7076ada6-ba24-4aa4-bc76-bb8df419123a	Almond Brother	0fa417ad-d982-4093-ad80-3d5018d1c6dc	reposado tequila	2	oz	Death & Co: Modern Classic Cocktails
7076ada6-ba24-4aa4-bc76-bb8df419123a	Almond Brother	060383a4-c25d-45c1-894d-4ebdf9d6f010	amaretto	0.25	oz	Death & Co: Modern Classic Cocktails
7076ada6-ba24-4aa4-bc76-bb8df419123a	Almond Brother	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	0.75	oz	Death & Co: Modern Classic Cocktails
9ef86080-30a9-4c3c-b571-7a0cc560d0fa	Alta California	140ff0dc-9201-43bb-a64b-d081e513ae08	blanc vermouth	0.75	oz	Death & Co: Modern Classic Cocktails
9ef86080-30a9-4c3c-b571-7a0cc560d0fa	Alta California	bb324d0a-a8a9-41de-a289-f7d9ca5721f5	cinnamon syrup	0.25	tsp	Death & Co: Modern Classic Cocktails
9ef86080-30a9-4c3c-b571-7a0cc560d0fa	Alta California	b4a2d3a3-b0b3-44fc-b260-a0cda70f6aa8	Yellow Chartreuse	0.5	oz	Death & Co: Modern Classic Cocktails
9ef86080-30a9-4c3c-b571-7a0cc560d0fa	Alta California	82c3ed4b-229e-4ad5-a070-144dde74a71b	blanco tequila	2	oz	Death & Co: Modern Classic Cocktails
b944383d-0bf9-4f44-9ef2-9b93a94ae6e3	Amityville	e41d9909-7ea1-4af3-a9c3-c6b415e47fd7	blended lightly aged rum	0.25	oz	Death & Co: Modern Classic Cocktails
b944383d-0bf9-4f44-9ef2-9b93a94ae6e3	Amityville	3f53c1a4-3885-4eee-b544-2077969704ea	vanilla syrup	0.25	oz	Death & Co: Modern Classic Cocktails
b944383d-0bf9-4f44-9ef2-9b93a94ae6e3	Amityville	140ff0dc-9201-43bb-a64b-d081e513ae08	blanc vermouth	0.5	oz	Death & Co: Modern Classic Cocktails
b944383d-0bf9-4f44-9ef2-9b93a94ae6e3	Amityville	0f30468d-0801-4ac2-acbf-a268a61dbcc8	granny smith apple juice	0.5	oz	Death & Co: Modern Classic Cocktails
b944383d-0bf9-4f44-9ef2-9b93a94ae6e3	Amityville	1cb4019e-2f8f-4908-ad1d-6ce704c56ee6	absinthe	1	dash	Death & Co: Modern Classic Cocktails
b944383d-0bf9-4f44-9ef2-9b93a94ae6e3	Amityville	c75ffc0b-1590-4804-8209-4b8bf0223478	acid phosphate	0.5	tsp	Death & Co: Modern Classic Cocktails
b944383d-0bf9-4f44-9ef2-9b93a94ae6e3	Amityville	b2175647-412e-4d75-893b-a77e376c3882	column still lightly aged rum	1.5	oz	Death & Co: Modern Classic Cocktails
b944383d-0bf9-4f44-9ef2-9b93a94ae6e3	Amityville	bbaa8f39-4532-4e65-8730-39bc714d5f94	orange bitters	1	dash	Death & Co: Modern Classic Cocktails
b35b93f8-fe7a-4e73-8fcd-5b77a1a38671	Angie's Secret	a0370adb-e266-429c-a6e7-7db8d08efef9	blended aged Jamaican rum	1	oz	Death & Co: Modern Classic Cocktails
b35b93f8-fe7a-4e73-8fcd-5b77a1a38671	Angie's Secret	4547406c-b2bf-4813-bf4f-d9194596227d	cane sugar syrup	1	tsp	Death & Co: Modern Classic Cocktails
b35b93f8-fe7a-4e73-8fcd-5b77a1a38671	Angie's Secret	a16950c9-0a03-404a-91b5-75657acf8e85	winter-spice herbal liqueuer	1	oz	Death & Co: Modern Classic Cocktails
b35b93f8-fe7a-4e73-8fcd-5b77a1a38671	Angie's Secret	34f57119-2fcf-40c1-bc7e-a6f128d6250c	chocolate bitters	2	dashes	Death & Co: Modern Classic Cocktails
b35b93f8-fe7a-4e73-8fcd-5b77a1a38671	Angie's Secret	73cc622a-6c9a-41ce-94fe-46c38bfa8bf6	rhum agricole blanc	1	oz	Death & Co: Modern Classic Cocktails
c8bea339-96dd-43d4-a3de-125ad0538761	Angus Story Daiquiri	73cc622a-6c9a-41ce-94fe-46c38bfa8bf6	rhum agricole blanc	0.5	oz	Death & Co: Modern Classic Cocktails
c8bea339-96dd-43d4-a3de-125ad0538761	Angus Story Daiquiri	4547406c-b2bf-4813-bf4f-d9194596227d	cane sugar syrup	0.5	oz	Death & Co: Modern Classic Cocktails
c8bea339-96dd-43d4-a3de-125ad0538761	Angus Story Daiquiri	bb42a8e5-5b6e-4b1e-bc64-89f9cf3960fe	blended aged Puerto Rican rum	0.75	oz	Death & Co: Modern Classic Cocktails
c8bea339-96dd-43d4-a3de-125ad0538761	Angus Story Daiquiri	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	0.75	oz	Death & Co: Modern Classic Cocktails
c8bea339-96dd-43d4-a3de-125ad0538761	Angus Story Daiquiri	a0370adb-e266-429c-a6e7-7db8d08efef9	blended aged Jamaican rum	0.75	oz	Death & Co: Modern Classic Cocktails
7dfbe5a3-e3f1-4b57-8a9b-a253206c086b	Anjou Mama	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	0.75	oz	Death & Co: Modern Classic Cocktails
7dfbe5a3-e3f1-4b57-8a9b-a253206c086b	Anjou Mama	d1f89ffc-cd86-4195-bf86-0cac7e96040c	acacia honey syrup	0.25	oz	Death & Co: Modern Classic Cocktails
7dfbe5a3-e3f1-4b57-8a9b-a253206c086b	Anjou Mama	8808385f-1069-4854-a334-fb070684c005	old Tom gin	1	oz	Death & Co: Modern Classic Cocktails
7dfbe5a3-e3f1-4b57-8a9b-a253206c086b	Anjou Mama	bb324d0a-a8a9-41de-a289-f7d9ca5721f5	cinnamon syrup	0.25	oz	Death & Co: Modern Classic Cocktails
7dfbe5a3-e3f1-4b57-8a9b-a253206c086b	Anjou Mama	7cb21942-933a-41e6-90f4-18a9a87ab1fa	orgeat syrup	0.25	oz	Death & Co: Modern Classic Cocktails
7dfbe5a3-e3f1-4b57-8a9b-a253206c086b	Anjou Mama	2bd8bc98-1b37-4b0b-93b8-e31a577f6691	Anjou pear	3		Death & Co: Modern Classic Cocktails
7dfbe5a3-e3f1-4b57-8a9b-a253206c086b	Anjou Mama	4ee29fb2-478a-41e3-be3a-f145a947ba56	London Dry gin	1	oz	Death & Co: Modern Classic Cocktails
46777382-7b39-4065-86f1-221c15b2420d	Aperitivo Julep	c894c06b-e9c7-4a02-88e4-5332b430f92d	crème de peche	1	tsp	Death & Co: Modern Classic Cocktails
46777382-7b39-4065-86f1-221c15b2420d	Aperitivo Julep	a1d9a17a-125a-4db6-a069-390eea1f1465	dry vermouth	2	oz	Death & Co: Modern Classic Cocktails
46777382-7b39-4065-86f1-221c15b2420d	Aperitivo Julep	0d9300cf-2a14-4a23-845d-0db4c83961dc	cola-style amaro	0.75	oz	Death & Co: Modern Classic Cocktails
5b73d923-981a-4641-956e-9828c6f88215	Arrack Punch	bde3cfbf-dd01-4aec-b37a-3bc4cca5df6a	soda water	10	oz	Death & Co: Modern Classic Cocktails
5b73d923-981a-4641-956e-9828c6f88215	Arrack Punch	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	5	dashes	Death & Co: Modern Classic Cocktails
5b73d923-981a-4641-956e-9828c6f88215	Arrack Punch	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	3	oz	Death & Co: Modern Classic Cocktails
5b73d923-981a-4641-956e-9828c6f88215	Arrack Punch	cf5de226-11b1-40f9-b285-dbfe943ebc09	demerara sugar cube	16		Death & Co: Modern Classic Cocktails
5b73d923-981a-4641-956e-9828c6f88215	Arrack Punch	0ca2125d-3973-4ab8-bf8b-c338e68fa6ee	arrack	3	oz	Death & Co: Modern Classic Cocktails
5b73d923-981a-4641-956e-9828c6f88215	Arrack Punch	a0370adb-e266-429c-a6e7-7db8d08efef9	blended aged Jamaican rum	6	oz	Death & Co: Modern Classic Cocktails
5b73d923-981a-4641-956e-9828c6f88215	Arrack Punch	6881850f-51c9-4225-9bbc-fa777812b50d	maraschino liqueur	1	oz	Death & Co: Modern Classic Cocktails
1f3b5483-dd96-4408-add8-b12c6631cee1	Arrack Strap	c39ff8f5-1721-4ab0-b2ed-b662f5a7a0d8	sweet vermouth	1	oz	Death & Co: Modern Classic Cocktails
1f3b5483-dd96-4408-add8-b12c6631cee1	Arrack Strap	bbaa8f39-4532-4e65-8730-39bc714d5f94	orange bitters	2	dashes	Death & Co: Modern Classic Cocktails
1f3b5483-dd96-4408-add8-b12c6631cee1	Arrack Strap	34f57119-2fcf-40c1-bc7e-a6f128d6250c	chocolate bitters	2	dashes	Death & Co: Modern Classic Cocktails
1f3b5483-dd96-4408-add8-b12c6631cee1	Arrack Strap	8d17f5a7-c5a9-4f06-9677-6f6fd0318764	strong aperitivo amaro	1	tsp	Death & Co: Modern Classic Cocktails
1f3b5483-dd96-4408-add8-b12c6631cee1	Arrack Strap	cd8f442e-6326-4d8b-9679-091ebc12f5f1	blackstrap rum	1	oz	Death & Co: Modern Classic Cocktails
1f3b5483-dd96-4408-add8-b12c6631cee1	Arrack Strap	b1d50bac-d25d-4dc5-824e-cbc97cca2d66	demerara syrup	0.5	tsp	Death & Co: Modern Classic Cocktails
1f3b5483-dd96-4408-add8-b12c6631cee1	Arrack Strap	0ca2125d-3973-4ab8-bf8b-c338e68fa6ee	arrack	1	oz	Death & Co: Modern Classic Cocktails
1d8e4929-aca8-4611-b9c9-f9c5289a4170	Arrackuiri	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	0.75	oz	Death & Co: Modern Classic Cocktails
1d8e4929-aca8-4611-b9c9-f9c5289a4170	Arrackuiri	66948f17-58aa-4180-bf1b-d462478837f1	mint	7		Death & Co: Modern Classic Cocktails
1d8e4929-aca8-4611-b9c9-f9c5289a4170	Arrackuiri	c0e7edee-ef30-4848-a7bc-8fa15b31ca3d	pomegranate molasses	1	tsp	Death & Co: Modern Classic Cocktails
1d8e4929-aca8-4611-b9c9-f9c5289a4170	Arrackuiri	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	0.75	oz	Death & Co: Modern Classic Cocktails
1d8e4929-aca8-4611-b9c9-f9c5289a4170	Arrackuiri	0ca2125d-3973-4ab8-bf8b-c338e68fa6ee	arrack	2	oz	Death & Co: Modern Classic Cocktails
678c47f2-26c1-430c-b11b-b0778d3fbaab	Augie March	a2c8b22c-5e4a-4189-b1bb-0c2f1207ef9d	carciofo-style amaro	0.5	oz	Death & Co: Modern Classic Cocktails
678c47f2-26c1-430c-b11b-b0778d3fbaab	Augie March	c39ff8f5-1721-4ab0-b2ed-b662f5a7a0d8	sweet vermouth	0.75	oz	Death & Co: Modern Classic Cocktails
678c47f2-26c1-430c-b11b-b0778d3fbaab	Augie March	0fa417ad-d982-4093-ad80-3d5018d1c6dc	reposado tequila	2	oz	Death & Co: Modern Classic Cocktails
2fc92473-cd31-454e-91ea-7259d815e3c0	Autumn Daiquiri	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	1	dash	Death & Co: Modern Classic Cocktails
2fc92473-cd31-454e-91ea-7259d815e3c0	Autumn Daiquiri	b1d50bac-d25d-4dc5-824e-cbc97cca2d66	demerara syrup	0.25	oz	Death & Co: Modern Classic Cocktails
2fc92473-cd31-454e-91ea-7259d815e3c0	Autumn Daiquiri	bb324d0a-a8a9-41de-a289-f7d9ca5721f5	cinnamon syrup	0.25	oz	Death & Co: Modern Classic Cocktails
2fc92473-cd31-454e-91ea-7259d815e3c0	Autumn Daiquiri	edc9d478-7c19-458e-89ad-2847db72a711	pineapple juice	0.5	oz	Death & Co: Modern Classic Cocktails
2fc92473-cd31-454e-91ea-7259d815e3c0	Autumn Daiquiri	7ea0eb25-271f-4c5e-904a-9e88051aceff	blended lightly aged Barbados rum	2	oz	Death & Co: Modern Classic Cocktails
2fc92473-cd31-454e-91ea-7259d815e3c0	Autumn Daiquiri	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	0.5	oz	Death & Co: Modern Classic Cocktails
569868e6-0211-4d48-abc2-ca08b1962cf8	Aviation	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	0.75	oz	Death & Co: Modern Classic Cocktails
569868e6-0211-4d48-abc2-ca08b1962cf8	Aviation	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	0.25	oz	Death & Co: Modern Classic Cocktails
569868e6-0211-4d48-abc2-ca08b1962cf8	Aviation	686f9bb8-f885-4802-a6df-e52ea5e5adaa	Plymouth gin	2	oz	Death & Co: Modern Classic Cocktails
569868e6-0211-4d48-abc2-ca08b1962cf8	Aviation	46351541-bad8-4e3b-b9c0-cb97e3e54491	berry-violet crème liqueur	0.5	tsp	Death & Co: Modern Classic Cocktails
569868e6-0211-4d48-abc2-ca08b1962cf8	Aviation	6881850f-51c9-4225-9bbc-fa777812b50d	maraschino liqueur	0.5	oz	Death & Co: Modern Classic Cocktails
114968b9-ac5e-4a3a-9cc0-331c4081692f	B.A.F.	61c191fd-1bcd-4bdd-b616-8add25ba22de	Speyside single malt Scotch whisky	1	oz	Death & Co: Modern Classic Cocktails
114968b9-ac5e-4a3a-9cc0-331c4081692f	B.A.F.	cf68df71-6a42-457b-a839-bf35a6a3a470	light aperitivo amaro	0.5	oz	Death & Co: Modern Classic Cocktails
114968b9-ac5e-4a3a-9cc0-331c4081692f	B.A.F.	ca1dc349-d3c3-49db-9244-2ff80aab4de2	oloroso sherry	1	oz	Death & Co: Modern Classic Cocktails
114968b9-ac5e-4a3a-9cc0-331c4081692f	B.A.F.	8d17f5a7-c5a9-4f06-9677-6f6fd0318764	strong aperitivo amaro	0.5	oz	Death & Co: Modern Classic Cocktails
114968b9-ac5e-4a3a-9cc0-331c4081692f	B.A.F.	3e76b4f5-4c46-4a72-85e4-f607b3fe3204	lemon	1		Death & Co: Modern Classic Cocktails
6528d140-4a71-4553-9ec8-5c7b78a551f8	Baltasar And Blimunda	8d17f5a7-c5a9-4f06-9677-6f6fd0318764	strong aperitivo amaro	0.5	oz	Death & Co: Modern Classic Cocktails
6528d140-4a71-4553-9ec8-5c7b78a551f8	Baltasar And Blimunda	4ee29fb2-478a-41e3-be3a-f145a947ba56	London Dry gin	2	oz	Death & Co: Modern Classic Cocktails
6528d140-4a71-4553-9ec8-5c7b78a551f8	Baltasar And Blimunda	ed154737-eab2-4647-93c1-1f97f1c0132a	tawny port	0.5	oz	Death & Co: Modern Classic Cocktails
6528d140-4a71-4553-9ec8-5c7b78a551f8	Baltasar And Blimunda	c39ff8f5-1721-4ab0-b2ed-b662f5a7a0d8	sweet vermouth	0.5	oz	Death & Co: Modern Classic Cocktails
08a66229-02f8-4372-94d2-9fdbb11f5228	Bamboo	140ff0dc-9201-43bb-a64b-d081e513ae08	blanc vermouth	1.5	oz	Death & Co: Modern Classic Cocktails
08a66229-02f8-4372-94d2-9fdbb11f5228	Bamboo	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	1	dash	Death & Co: Modern Classic Cocktails
08a66229-02f8-4372-94d2-9fdbb11f5228	Bamboo	4547406c-b2bf-4813-bf4f-d9194596227d	cane sugar syrup	0.5	tsp	Death & Co: Modern Classic Cocktails
08a66229-02f8-4372-94d2-9fdbb11f5228	Bamboo	1c99186f-47bf-4e6a-9ab3-c7427ad2a25c	amontillado sherry	1.5	oz	Death & Co: Modern Classic Cocktails
08a66229-02f8-4372-94d2-9fdbb11f5228	Bamboo	bbaa8f39-4532-4e65-8730-39bc714d5f94	orange bitters	1	dash	Death & Co: Modern Classic Cocktails
63576c0f-7392-4732-bb09-d98ea0b00652	Banana Cognac	fd5fa761-f23e-4bb2-b91c-279a20c8932e	cachaça	0.5	oz	Death & Co: Modern Classic Cocktails
63576c0f-7392-4732-bb09-d98ea0b00652	Banana Cognac	7cb21942-933a-41e6-90f4-18a9a87ab1fa	orgeat syrup	0.25	oz	Death & Co: Modern Classic Cocktails
63576c0f-7392-4732-bb09-d98ea0b00652	Banana Cognac	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	2	dashes	Death & Co: Modern Classic Cocktails
63576c0f-7392-4732-bb09-d98ea0b00652	Banana Cognac	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	0.75	oz	Death & Co: Modern Classic Cocktails
63576c0f-7392-4732-bb09-d98ea0b00652	Banana Cognac	257d5b41-c3dc-4178-821d-5196a80f0dfb	cognac	1	oz	Death & Co: Modern Classic Cocktails
63576c0f-7392-4732-bb09-d98ea0b00652	Banana Cognac	82270722-52d9-4d0c-9c5a-c8ad11fd0d02	banana syrup	0.75	oz	Death & Co: Modern Classic Cocktails
63576c0f-7392-4732-bb09-d98ea0b00652	Banana Cognac	fcc38451-0c1e-438d-ac6c-5af13f16e056	orange juice	0.5	oz	Death & Co: Modern Classic Cocktails
e70ea796-ac6f-46ff-b609-360dc5c63731	Banks Of Islay	20655061-73b1-4a15-8f91-03c1a8d6ae66	Islay single malt Scotch whisky	1.5	oz	Death & Co: Modern Classic Cocktails
e70ea796-ac6f-46ff-b609-360dc5c63731	Banks Of Islay	352f3b10-cd59-4ba3-b21c-5cf4ba94ffe0	curry leaf	6		Death & Co: Modern Classic Cocktails
e70ea796-ac6f-46ff-b609-360dc5c63731	Banks Of Islay	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	0.75	oz	Death & Co: Modern Classic Cocktails
e70ea796-ac6f-46ff-b609-360dc5c63731	Banks Of Islay	4547406c-b2bf-4813-bf4f-d9194596227d	cane sugar syrup	0.5	oz	Death & Co: Modern Classic Cocktails
e70ea796-ac6f-46ff-b609-360dc5c63731	Banks Of Islay	197b6130-1914-435b-98ed-be9e060c0054	grenadine	1	tsp	Death & Co: Modern Classic Cocktails
7ab57bb2-5537-4286-9a80-2e810479547e	Bay City Roller	0d9300cf-2a14-4a23-845d-0db4c83961dc	cola-style amaro	0.25	oz	Death & Co: Modern Classic Cocktails
7ab57bb2-5537-4286-9a80-2e810479547e	Bay City Roller	e66fe626-abb0-4082-b47e-728c76d89230	blended Scotch whisky	2	oz	Death & Co: Modern Classic Cocktails
7ab57bb2-5537-4286-9a80-2e810479547e	Bay City Roller	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	1	tsp	Death & Co: Modern Classic Cocktails
9ca8e70c-a4d7-4721-b041-734c37ede2e7	Bee's Knees	4ee29fb2-478a-41e3-be3a-f145a947ba56	London Dry gin	2	oz	Death & Co: Modern Classic Cocktails
9ca8e70c-a4d7-4721-b041-734c37ede2e7	Bee's Knees	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	0.75	oz	Death & Co: Modern Classic Cocktails
9ca8e70c-a4d7-4721-b041-734c37ede2e7	Bee's Knees	be9d1091-f0c0-413f-88c0-7b246f1e96ee	lavender bitters	3	drops	Death & Co: Modern Classic Cocktails
9ca8e70c-a4d7-4721-b041-734c37ede2e7	Bee's Knees	d1f89ffc-cd86-4195-bf86-0cac7e96040c	acacia honey syrup	0.75	oz	Death & Co: Modern Classic Cocktails
b51fe331-6aec-4f18-90b8-7ffa9f9fa923	Bella Cohen	a86ffbae-0870-44cf-a55a-92056a7aaf6d	elderflower liqueur	1	tsp	Death & Co: Modern Classic Cocktails
b51fe331-6aec-4f18-90b8-7ffa9f9fa923	Bella Cohen	d247bca4-e737-4dff-a807-955a79d99be7	Peychaud's bitters	1	dash	Death & Co: Modern Classic Cocktails
b51fe331-6aec-4f18-90b8-7ffa9f9fa923	Bella Cohen	8d5256e4-c7fb-4036-be0a-04c9abc644da	orange liqueur	0.5	oz	Death & Co: Modern Classic Cocktails
b51fe331-6aec-4f18-90b8-7ffa9f9fa923	Bella Cohen	998e8296-8a52-4a5d-868b-e94abf9cc486	Irish whiskey	1.5	oz	Death & Co: Modern Classic Cocktails
b51fe331-6aec-4f18-90b8-7ffa9f9fa923	Bella Cohen	6bdb579b-b888-4f11-95c2-cce56f2d36f0	pale cream sherry	1.5	oz	Death & Co: Modern Classic Cocktails
40eceefb-159f-4e2d-b9a1-8fde42fc1e6f	Bella Luna	a86ffbae-0870-44cf-a55a-92056a7aaf6d	elderflower liqueur	0.75	oz	Death & Co: Modern Classic Cocktails
